,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
113,0.599499038,0.327517693,0.433140965,0.679531194,0.509874672,0.219355815,0.651499265,0.360010907,0.56702958,0.573246644,0.649854846,0.470015517,0.873556628,0.563108014,0.674419782,0.627226277,0.729835412,0.69971269,0.639561485,0.657598962,0.341822556,0.494284585,0.536384181,0.533614387,0.561551195,0.581243303,pop
114,0.465438523,0.263923158,0.715636266,0.881535386,0.826087106,0.506164258,0.736312488,0.244450336,0.521019873,0.27158115,0.630602164,0.214029376,0.329866908,0.337982182,0.27368741,0.239714047,0.482306878,0.386198655,0.539653643,0.462763978,0.33353568,0.435387314,0.532887017,0.573372532,0.50758277,0.570763746,rock
116,0.556077469,0.571970932,0.551169106,0.664244852,0.577049192,0.498050694,0.893296145,0.335202244,0.370195771,0.491680565,0.666310519,0.53594349,0.662274908,0.645764935,0.576509516,0.431625297,0.587717823,0.523740102,0.514249159,0.542341267,0.341119298,0.401471576,0.431562589,0.496998794,0.446749159,0.441442152,rock
117,0.547516998,0.397375261,0.347079322,0.65637502,0.433460011,0.160555877,0.683195393,0.470514928,0.675577041,0.578138457,0.733584085,0.482720464,0.696676581,0.587375228,0.544645506,0.502759711,0.629101318,0.51987661,0.582750742,0.564552577,0.494501729,0.41894842,0.527460956,0.586697526,0.466181951,0.400192276,pop
119,0.48204795,0.441259564,0.453040172,0.687413045,0.51820246,0.290328329,0.756962914,0.428091151,0.542194323,0.433900705,0.733834433,0.377190026,0.502486968,0.602048122,0.645130122,0.443751981,0.548069698,0.540638356,0.560704349,0.464348575,0.388502667,0.544592248,0.407355105,0.275284226,0.387475092,0.372400667,hiphop
120,0.433659478,0.357154223,0.430319417,0.701315809,0.54335732,0.211799199,0.685709141,0.410556319,0.655815261,0.559045098,0.641876337,0.564318646,0.724670099,0.676391694,0.56667786,0.45099201,0.654977525,0.637231216,0.645974454,0.502423146,0.296355011,0.370150856,0.430568826,0.538596787,0.419031822,0.533776429,electronic
122,0.240142518,0.12525495,0.21474166,0.319733426,0.172805038,0.189579353,0.445128606,0.613693095,0.273050318,0.282844781,0.351198483,0.079236463,0.547764591,0,0.112122411,0.547214028,0.311226011,0.648119847,0.705715391,0.384273634,0.104592715,0.015963897,0.062063981,0.328496644,0.638328138,0.983148051,electronic
123,0.490363684,0.3037063,0.302726473,0.649727609,0.367719188,0.112538376,0.554439437,0.445693594,0.738448013,0.664556278,0.794377607,0.472063581,0.715897681,0.368792288,0.706198739,0.385039818,0.683411418,0.374524618,0.571981886,0.469699402,0.218488317,0.411154532,0.505468297,0.425875637,0.473847653,0.529228105,alternative
124,0.571377484,0.287343137,0.468201726,0.738705531,0.593725348,0.321481561,0.713780059,0.337998244,0.587688498,0.56325432,0.762049762,0.591287338,0.551546042,0.583826958,0.370015336,0.322299227,0.393572775,0.355404137,0.477415773,0.522107439,0.457016929,0.488600218,0.351977467,0.43479466,0.444820336,0.535559691,alternative
125,0.501870911,0.197107795,0.487241567,0.736776331,0.587242844,0.264744543,0.56869739,0.349982911,0.672787559,0.509944286,0.674378672,0.523060289,0.501430029,0.568827235,0.497949914,0.301513249,0.502437806,0.499768537,0.583941218,0.474878469,0.391464973,0.430440814,0.437493469,0.513043975,0.538993539,0.515758691,hiphop
126,0.534431276,0.098214853,0.506040302,0.741481501,0.617892397,0.346570785,0.609527432,0.357994489,0.534261298,0.492409951,0.696202731,0.570590338,0.60968814,0.687161541,0.59656825,0.4697531,0.577643985,0.492076893,0.600476837,0.496141139,0.31012742,0.500246199,0.428502,0.518543223,0.434100424,0.524244526,blues
128,0.544710494,0.346183131,0.486485649,0.867241081,0.653587329,0.145415905,0.615105808,0.330502858,0.672229077,0.458100565,0.787664141,0.161083586,0.845926764,0.470326872,0.676830948,0.669105464,0.257492241,0.603868434,0.487419149,0.481066117,0.244135151,0.393520308,0.457714642,0.509217134,0.529382433,0.640067755,hiphop
129,0.572348681,0.383331417,0.093613221,0.238161403,0.122478169,0.068245717,0.4511843,0.729582498,0.729867266,0.476202662,0.660388531,0.447761763,0.756295666,0.597672377,0.728348074,0.470114504,0.770860217,0.754859012,1,0.894219137,0.597246464,0.521023228,0.680617759,0.518078462,0.321824898,0.095983008,electronic
130,0.604897332,0.187942815,0.572311283,0.720948001,0.602029127,0.400861703,0.572534386,0.276247853,0.542525604,0.542360015,0.656356483,0.424575341,0.653782222,0.529792193,0.667025044,0.475741777,0.65428255,0.447415424,0.636894221,0.481243757,0.35374719,0.414727641,0.414471924,0.416926235,0.47922927,0.483819191,hiphop
131,0.422545279,0.397470016,0.450213843,0.748463564,0.576665043,0.242618264,0.746087457,0.426614198,0.638262784,0.456699469,0.711031236,0.463123616,0.59421528,0.540734129,0.509763323,0.517037681,0.524406473,0.29923278,0.518551588,0.364728833,0.347187007,0.339008786,0.385021543,0.385478447,0.372101125,0.38818647,alternative
132,0.575830268,0.330594706,0.398637545,0.625937175,0.451240594,0.214512631,0.696573819,0.433741961,0.51261754,0.566004865,0.741730589,0.501869529,0.771854752,0.689631779,0.615274557,0.452475595,0.714253411,0.627410834,0.668256799,0.570876261,0.358605778,0.504929604,0.448650602,0.423374817,0.289793822,0.386486098,hiphop
133,0.482655429,0.158103453,0.305390296,0.559378823,0.372507323,0.209335276,0.507025386,0.454893122,0.578052288,0.649447436,0.840864926,0.644325689,0.812832343,0.633700917,0.616119154,0.36040599,0.515565036,0.574064548,0.672033874,0.427104854,0.274221854,0.452622816,0.391916774,0.406793067,0.549846643,0.671361365,alternative
136,0.427286127,0.35839276,0.387766753,0.639682166,0.441695192,0.230597179,0.711271382,0.452317168,0.589340065,0.533221882,0.667626453,0.349069617,0.676180988,0.548921456,0.453148208,0.465186959,0.548752606,0.488769617,0.590096299,0.42347611,0.376061633,0.355400685,0.365953117,0.419120408,0.333069384,0.483563003,folk
138,0.429294466,0.195186879,0.33805455,0.52487214,0.380423524,0.247528283,0.600377052,0.482120347,0.460840154,0.657009376,0.785302166,0.570508576,0.611855185,0.608991682,0.537564372,0.352001953,0.603127758,0.43961708,0.485085841,0.360911433,0.305684615,0.460794366,0.304604917,0.4820095,0.523195366,0.425092394,blues
139,0.400294112,0.059505647,0.097986229,0.32589867,0.070882238,0.0565588,0.320989342,0.738936177,0.654258463,0.448604788,0.819399575,0.464790547,0.543190289,0.558337233,0.512808525,0.278145234,0.492856,0.313308197,0.457479458,0.254240084,0.233037833,0.22619918,0.270562464,0.270392138,0.343117098,0.371745017,electronic
140,0.422605109,0.234326814,0.417895654,0.644699215,0.477078003,0.271632828,0.641419455,0.398708079,0.538362308,0.604660285,0.716043824,0.609047275,0.844254716,0.546900776,0.606125652,0.350767236,0.53609928,0.694581378,0.683575247,0.673901398,0.259291257,0.362421195,0.380568192,0.520290235,0.561865951,0.775537267,pop
144,0.393168505,0.153679714,0.014816468,0.120620147,0.025394953,0.00528429,0.27870848,0.622240379,0.840664534,0.533751918,0.87176853,0.515747448,0.732233323,0.602640686,0.805369355,0.541245168,0.846272087,0.579908855,0.718991164,0.468009512,0.412151881,0.3428411,0.497057333,0.319656333,0.402303356,0.233368381,electronic
145,0.505461497,0.602902198,0.483308859,0.721836974,0.580523677,0.281778122,0.704455805,0.260172845,0.666632045,0.743373756,0.796350579,0.742196803,0.689980371,0.448475324,0.768494378,0.496050477,0.689333465,0.578269901,0.663484423,0.409429284,0.326694513,0.561690764,0.473590933,0.36199553,0.522173667,0.538227966,hiphop
146,0.621334981,0.359620608,0.495743,0.679774631,0.560791483,0.391794655,0.779800317,0.354303833,0.477283829,0.578860442,0.73872579,0.548487441,0.628977907,0.665036787,0.538291309,0.433884421,0.583626438,0.498261072,0.63594544,0.559301989,0.429210443,0.504834795,0.506715188,0.450107142,0.366607469,0.530645831,blues
147,0.217646877,0.309767065,0.423527437,0.67130127,0.465797074,0.256853755,0.658620193,0.39196879,0.514864692,0.503816383,0.746705535,0.315252558,0.657303546,0.499312213,0.395302733,0.401760703,0.465129291,0.226441631,0.380877454,0.256466149,0.11564934,0.176186579,0.485582043,0.556106704,0.566245752,0.544292365,pop
151,0.364595417,0.485473054,0.509674817,0.7027192,0.585781708,0.32926987,0.760378062,0.325947384,0.494957737,0.487582797,0.682866519,0.401526213,0.500576658,0.625004179,0.530548473,0.527070951,0.531457417,0.280190544,0.434342097,0.484104649,0.423322062,0.416936341,0.553404356,0.433309453,0.269778743,0.542986997,blues
152,0.598347075,0.112036703,0.250831839,0.525973423,0.337776192,0.088986319,0.486584958,0.504234055,0.541782334,0.651575249,0.66554879,0.699944722,0.681569636,0.73410586,0.727252553,0.440088238,0.690197422,0.665645565,0.718964086,0.536925726,0.428051295,0.562575819,0.57910134,0.779151452,0.67679346,0.416939004,folk
153,0.391914609,0.173666873,0.640524513,0.783276489,0.709686713,0.458062103,0.708321922,0.245554692,0.455297548,0.469017474,0.653031616,0.444312374,0.541091914,0.556049251,0.596968116,0.437636428,0.7155396,0.589880057,0.605545628,0.425476647,0.273804913,0.349729224,0.298034658,0.36727015,0.391534305,0.428800809,electronic
155,0.636726687,0.249854278,0.876354694,0.992115756,1,0.663449755,0.76917856,0.131754199,0.629792504,0.452108624,0.689545313,0.401621326,0.766872571,0.555927703,0.667902984,0.417497361,0.695414924,0.56432335,0.642134223,0.62815698,0.371364513,0.530521171,0.464704689,0.407301551,0.412148655,0.521335806,pop
156,0.391490233,0.31596404,0.590302683,0.825254056,0.722336171,0.359505258,0.749852895,0.279799892,0.591350993,0.534770353,0.736691363,0.560827479,0.553912914,0.611650038,0.550729828,0.450937833,0.544949525,0.505219057,0.558629806,0.443119802,0.352816249,0.469676588,0.480392392,0.604951202,0.576173518,0.619130383,pop
157,0.542787807,0.244945482,0.414107706,0.607374113,0.411083367,0.316509162,0.739982358,0.454469338,0.369742664,0.371359215,0.834844593,0.548972922,0.593645816,0.41273251,0.568402528,0.358993822,0.581957001,0.584741853,0.553188013,0.474834867,0.266110448,0.39008767,0.460489668,0.544377747,0.510364737,0.591432026,electronic
158,0.425594814,0.249272416,0.330040705,0.698106179,0.419541491,0.129803643,0.609886794,0.47138755,0.709529729,0.431622939,0.754916719,0.488054674,0.598409713,0.534606193,0.364036095,0.19655905,0.347697137,0.462411791,0.525745107,0.392783591,0.306632154,0.421147194,0.428934938,0.310782903,0.342437628,0.339409329,alternative
159,0.54887832,0.30565132,0.535126285,0.621436507,0.552216742,0.402238469,0.764045142,0.304803001,0.333446249,0.640493957,0.718010333,0.544854541,0.660536791,0.622182789,0.625879105,0.466040743,0.540874359,0.488274898,0.526862055,0.39595874,0.367828366,0.445036424,0.417855001,0.492116886,0.518449454,0.436365514,alternative
160,0.691012869,0.412630836,0.07936322,0.361693408,0.084625833,0.00013367,0.451798315,0.580352517,0.778981165,0.766175397,0.794121517,0.536009511,0.817474295,0.755329834,1,0.689384127,0.734511704,0.817152643,0.744277553,0.476206303,0.378816657,0.422623916,0.493462694,0.453640726,0.677482691,0.72818836,electronic
161,0.63735037,0.440561771,0.526840955,0.643269988,0.548694238,0.443069165,0.843068132,0.331969676,0.343532652,0.548270369,0.739385311,0.484098759,0.749891837,0.780242879,0.714396009,0.492013756,0.498409055,0.701156595,0.520626987,0.412901917,0.326488133,0.467213887,0.498492106,0.506886078,0.453923711,0.477860969,blues
162,0.482509476,0.583481967,0.56968911,0.780120902,0.666590066,0.332852134,0.868169148,0.305230314,0.573821081,0.587847504,0.596284104,0.472086791,0.606054271,0.556710997,0.597259721,0.461495936,0.663749252,0.554328005,0.591999097,0.430970736,0.329250427,0.377010723,0.349709895,0.368487351,0.236261755,0.465948861,alternative
164,0.48953764,0.256886353,0.333181688,0.583867828,0.438677123,0.150275143,0.622496935,0.454670882,0.53293262,0.788159009,0.631999052,0.780871685,0.436812629,0.829799479,0.263573231,0.562085311,0.403079765,0.605858864,0.426774583,0.489983089,0.325018269,0.43503184,0.448187121,0.422946472,0.367072608,0.187083106,folk
165,0.70762581,0.368033488,0.524930146,0.75271441,0.627537266,0.277531982,0.746740782,0.301382564,0.491501991,0.620046585,0.819395898,0.528504333,0.706859514,0.661295947,0.660830672,0.653303882,0.759381493,0.702863693,0.628059928,0.648253626,0.467869318,0.57415737,0.664894314,0.6211551,0.564393102,0.616211384,electronic
166,0.594336393,0.558701261,0.562954823,0.716640275,0.614345884,0.417779443,0.851925089,0.291107764,0.447276145,0.551200139,0.677213395,0.420619538,0.716763875,0.73812628,0.510572015,0.533848956,0.601643692,0.385808916,0.650923478,0.559287092,0.471014818,0.526720972,0.507212991,0.542449118,0.501214949,0.505829914,alternative
167,0.660210393,0.495257551,0.593242973,0.848007189,0.721396379,0.228881789,0.743840258,0.281740869,0.668279766,0.491410182,0.663774145,0.537296977,0.631697003,0.58507006,0.474094896,0.46073542,0.649746574,0.520775967,0.588594076,0.538786209,0.308588777,0.464569706,0.444151197,0.532533379,0.489540577,0.623595226,hiphop
168,0.390761356,0.439773149,0.268279717,0.543489402,0.339937027,0.122928726,0.695030405,0.542210147,0.549679061,0.592242878,0.803588384,0.52640106,0.517903409,0.670005195,0.730267495,0.443787304,0.661887105,0.576145411,0.699762516,0.445827765,0.347734507,0.361661535,0.612046449,0.547563331,0.647925056,0.696005873,alternative
170,0.47647713,0.464519128,0.615969224,0.827479933,0.727727968,0.388804974,0.804374811,0.24450185,0.567248031,0.571134254,0.743660236,0.470158139,0.69089088,0.625858671,0.482277919,0.484051062,0.568447318,0.527944825,0.480992202,0.388407324,0.176441054,0.357948149,0.253771095,0.413598729,0.430406962,0.556135832,folk
171,0.420012576,0.300574252,0.489229884,0.708655411,0.55460738,0.318242376,0.69386936,0.383589795,0.602500579,0.511855163,0.639534646,0.391459992,0.726621106,0.580915386,0.42590406,0.381229203,0.584726982,0.537944123,0.620317402,0.45150876,0.306241606,0.369050486,0.367148386,0.494600843,0.425444705,0.549810277,folk
172,0.527029092,0.390938329,0.491798489,0.656532565,0.477609637,0.409166857,0.830219771,0.387620284,0.374843679,0.491120117,0.759223815,0.166148995,0.780205422,0.630957139,0.598060357,0.493767045,0.598183552,0.443983974,0.605312259,0.486911416,0.357524617,0.413871785,0.442942982,0.485778174,0.458544955,0.534969542,alternative
174,0.511547258,0.344778588,0.268706296,0.507714363,0.334819622,0.096217684,0.59576874,0.586446231,0.639253877,0.475963008,0.700369738,0.572567693,0.635037182,0.761270399,0.732578409,0.381780068,0.583992965,0.625646514,0.685055574,0.440334535,0.28566035,0.337680282,0.492865321,0.380393509,0.432652976,0.598156004,electronic
175,0.542897182,0.266912038,0.551225592,0.712429547,0.593083957,0.411893657,0.769966286,0.329341833,0.4583186,0.572314751,0.728458215,0.451816169,0.650396633,0.578890581,0.504286121,0.480928671,0.581487144,0.544278827,0.570886936,0.386121172,0.322413111,0.362683721,0.447735717,0.498381949,0.431097327,0.446926197,rock
176,0.506676394,0.403464226,0.354596011,0.555315452,0.410867284,0.264370276,0.700057215,0.414004443,0.461811302,0.706113612,0.812465953,0.670380159,0.643901666,0.650040025,0.667271003,0.588180336,0.607333552,0.511973109,0.520116205,0.464713394,0.259109346,0.238629407,0.245494075,0.262912426,0.353393561,0.650728587,blues
177,0.687287991,0.573826655,0.589466518,0.664275069,0.587726459,0.519459631,0.88545738,0.253930077,0.381013557,0.692516185,0.70179091,0.457997939,0.614407574,0.666559813,0.611662718,0.406986505,0.567153779,0.489922432,0.517628516,0.345298071,0.230240945,0.373463182,0.434318375,0.389753273,0.298212354,0.456792406,folk
178,0.642388673,0.260537171,0.589935357,0.776273476,0.684346639,0.337494821,0.709369083,0.277231669,0.549464578,0.616919863,0.68320631,0.519920131,0.69839066,0.729528296,0.724531202,0.571934532,0.646501396,0.587386674,0.490955256,0.437443949,0.287029146,0.318186205,0.348223537,0.513038038,0.45783975,0.599870509,rock
181,0.342196393,0.452419539,0.502539446,0.721315201,0.540397319,0.33648341,0.770580808,0.36348224,0.539621291,0.426707479,0.642809785,0.197403528,0.550240888,0.503502182,0.43884195,0.37498618,0.217854284,0.194316345,0.317268073,0.229426111,0.038164634,0.208962693,0.363990778,0.305666937,0.292405006,0.413829831,folk
182,0.511234671,0.565089747,0.62005648,0.773974212,0.691542562,0.444748907,0.879013329,0.25319767,0.503918646,0.599878245,0.696783438,0.502419913,0.68767796,0.643791571,0.44834805,0.455201285,0.626505748,0.517031516,0.546218045,0.509310992,0.40435556,0.330320694,0.32692054,0.438958856,0.382329614,0.560089829,pop
183,0.317118027,0.145457646,0.136271658,0.472799012,0.118211378,0.038438064,0.374096179,0.52781974,0.80408208,0.670327172,0.918713129,0.704888947,0.7516187,0.61340533,0.64121962,0.37928151,0.506231461,0.42579153,0.647590631,0.311861328,0.206934496,0.450507135,0.292007028,0.40965188,0.459213538,0.498518076,folk
184,0.389250387,0.343054278,0.544952785,0.825418643,0.683135886,0.252041759,0.702542691,0.300418491,0.672742269,0.555268909,0.767336659,0.347895678,0.59234904,0.612860088,0.294356152,0.380169001,0.460935454,0.327898078,0.537976129,0.224946557,0.251676995,0.174873608,0.302733774,0.510605311,0.24886179,0.365903208,folk
185,0.601574148,0.250773549,0.432363615,0.756861621,0.558452294,0.209664987,0.67851425,0.427358167,0.599959469,0.379961867,0.703227212,0.60588598,0.747293587,0.669093625,0.713125007,0.432821297,0.817178015,0.462927098,0.664923479,0.492805065,0.503419361,0.576441788,0.43161803,0.542237614,0.491461341,0.500951155,pop
186,0.43651354,0.669611002,0.489117924,0.586379984,0.507569781,0.397323994,0.908436416,0.379211051,0.296177132,0.472902208,0.503913745,0.5825262,0.853263696,0.65654323,0.770701217,0.473281662,0.58921169,0.486746506,0.507797672,0.386115815,0.371435281,0.584583775,0.54244195,0.538928585,0.375024144,0.523821766,alternative
187,0.487879779,0.189866376,0.486622157,0.726879937,0.566896698,0.308818876,0.63495492,0.355122628,0.567065706,0.514808185,0.724082696,0.484938254,0.613662789,0.644951145,0.519996159,0.401955674,0.673702221,0.543928739,0.618060785,0.290683393,0.211818951,0.332426997,0.263745884,0.434456896,0.29662857,0.496794451,blues
